*	542			
ม้าเร็ว	noun	1	(military and historical) horse-mounted dispatch rider.	From ม้า (máa, “horse”) + เร็ว (reo, “quick”). Compare Chinese 快馬／快马.
ยม	noun	1	(1) (Hinduism, Buddhism) (พญา~, พระยา~, พระ~) Yama, the god of the dead, the overlord of the underworld, and the chief justice of the hell. (2) (religion, by extension) (พญา~, พระยา~, พระ~) any similar figure. (3) (astronomy) (พระ~) Pluto.	From Pali yama (“Yama”) or Sanskrit यम (yama, “Yama”). Cognate with Old Khmer yama (“Yama”); Modern Khmer យម (yum); Burmese ယာမာ (yama); Chinese 閻摩／阎摩 (Yánmó); Japanese 閻魔; Korean 염마 (yeomma).
ยอ	verb	2	(1) to please by complimentary remarks or attention. (2) to bring or move to a higher place or position.	Compare Middle Chinese 諛 (MC jɨo).
ยัวะ	verb	1	(colloquial) to be angry.	From Teochew 熱／热 (ruah8, “hot”).
ยำ	noun	1	(1) (cooking) spicy and sour salad. (2) (cooking) dish of mixed foods.	Uncertain. Compare Khmer ញាំ (ñŏəm, “Cambodian salad; to make a Cambodian salad”); Hakka 醃／腌 (âm, “to marinate; to pickle”).
ยำ	verb	1	(1) to mix; to mingle. (2) (cooking) to cook by mixing. (3) (slang) to mess up; to muddle; to confuse; to conflate. (4) (slang) to assault or attack through mob action or in a similar fashion.	Uncertain. Compare Khmer ញាំ (ñŏəm, “Cambodian salad; to make a Cambodian salad”); Hakka 醃／腌 (âm, “to marinate; to pickle”).
ยิน	verb	1	(1) (chiefly in compounds) to hear. (2) to feel; to like.	From Proto-Tai *ŋinᴬ (“to hear”). Cognate with Lao ຍິນ (nyin), Tai Dam ꪉꪲꪙ, Shan ငိၼ်း (ngín), ယိၼ်း (yín) or ၺိၼ်း (nyín), Ahom ???? (ṅin), Zhuang nyi or ri. Compare Middle Chinese 听 (MC ŋiɪn^X, ŋɨn^X, “laughing”), Proto-Austronesian *dəŋəʀ (whence Paiwan ladenga or langeda, Malay dengar, Tagalog dinig).
ยี่	num	1	(1) 2 (Thai numeral: ๒ (2)). (2) second.	From Middle Chinese 二 (MC ȵiɪᴴ, “two”). Cognate with Northern Thai ᨿᩦ᩵, Lao ຍີ່ (nyī), Bouyei ngih.
ยี่	noun	2	(astrology) a year of the Tiger, the third year under the twelve-year lunar cycle.	From Middle Chinese 寅 (MC jiɪ, jiɪn, “tiger of Chinese zodiac”). Cognate with Northern Thai ᨿᩦ᩵, Lao ຍີ່ (nyī), Lü ᦍᦲ (yii).
ยี่ปั๊ว	noun	1	(colloquial) wholesaler.	From Teochew 二盤／二盘 (ri6 buan5, “wholesaler”, literally “second dish”).
ยี่ห้อ	noun	1	trademark; brand	From Teochew 字號／字号 (ri7 ho7).
ยุทธจักร	noun	1	(wuxia fiction) community of martial artists.	From ยุทธ (yút-tá-, “fighting; martial”) + จักร (jàk, “realm”), probably a calque of Chinese 武林 (wǔlín).
ยุทธภพ	noun	1	(wuxia fiction) community of martial artists.	From ยุทธ (yút-tá-, “fighting; martial”) + ภพ (póp, “realm; world”), probably a calque of Chinese 武林 (wǔlín).
ย้อม	verb	1	To dye.	From Proto-Southwestern Tai *ɲɔːmꟲ² (“to dye”), from Proto-Tai *ɲwuːmꟲ (“to dye”), from Middle Chinese 染 (MC ȵiᴇm^X, “to dye”).<br>Cognate with Northern Thai ᨿᩬ᩶ᨾ, Lao ຍ້ອມ (nyǭm), Lü ᦍᦸᧄᧉ (yoam²), Tai Dam ꪑ꫁ꪮꪣ, Shan ယွမ်ႉ (yâ̰ṵ̂m), Tai Nüa ᥕᥩᥛᥳ (yȯam), Phake ယွံ (yoṃ), Ahom ??? (jʸoṃ) or ???? (ñom), Zhuang yumx or nyumx, Zuojiang Zhuang yomx, Nong Zhuang nyomx, Saek ญุม.
รถไฟ	noun	1	(rail transport) (classifier: คัน or ตู้ for separate sections, as cars, carriages, coaches, etc; ขบวน for lines or processions) train: connected group of rolling stock.	From รถ (rót, “wheeled vehicle”) + ไฟ (fai, “fire”). Compare Chinese 火車／火车 (huǒchē).

รอก	noun	1	pulley.	From Old Chinese 轆 (OC *roːɡ, “pulley”). Cognate with Khmer រ៉ក (rɑɑk), Mon ရံက်, Vietnamese *rọc (as in ròng rọc).
รั่ว	adj	1	(slang, mild vulgar, perhaps influenced by the term ไม่เต็ม) of unsound mind, mentally ill, mentally disordered; not all there; erratic, eccentric.	From Proto-Tai *rwoːᴮ (“to leak”). Compare Old Chinese 漏 (OC *roːs, “to leak”). Cognate with Northern Thai ᩁ᩠ᩅᩫ᩵, Lao ຮົ່ວ (hūa), Shan ႁူဝ်ႈ (hō), Ahom ????? (rüw), Zhuang roh, Nong Zhuang roh, Zuojiang Zhuang ruoh.
รั่ว	verb	1	(1) to pass; to escape. (2) to let (something) pass or escape. (3) to become known.	From Proto-Tai *rwoːᴮ (“to leak”). Compare Old Chinese 漏 (OC *roːs, “to leak”). Cognate with Northern Thai ᩁ᩠ᩅᩫ᩵, Lao ຮົ່ວ (hūa), Shan ႁူဝ်ႈ (hō), Ahom ????? (rüw), Zhuang roh, Nong Zhuang roh, Zuojiang Zhuang ruoh.
ราก	noun	2	vomit.	From Proto-Tai *rwɯəkᴰ (“to vomit”). Compare Middle Chinese 嗀 (MC huk̚, hˠʌk̚). Cognate with Northern Thai ᩁᩣ᩠ᨠ, Khün ᩁᩣ᩠ᨠ, Isan ฮาก, Lao ຮາກ (hāk), Lü ᦣᦱᧅ (haak), Shan ႁၢၵ်ႈ (hāāk), Ahom ??? (rak), Nong Zhuang raeg, Saek หร้วก.
ราก	verb	2	to vomit; to barf; to puke.	From Proto-Tai *rwɯəkᴰ (“to vomit”). Compare Middle Chinese 嗀 (MC huk̚, hˠʌk̚). Cognate with Northern Thai ᩁᩣ᩠ᨠ, Khün ᩁᩣ᩠ᨠ, Isan ฮาก, Lao ຮາກ (hāk), Lü ᦣᦱᧅ (haak), Shan ႁၢၵ်ႈ (hāāk), Ahom ??? (rak), Nong Zhuang raeg, Saek หร้วก.
ราเม็ง	noun	1	ramen.	From Japanese ラーメン (rāmen), from Mandarin 拉麵／拉面 (lāmiàn).
รุ้ง	noun	1	rainbow: arc of prismatic colours appearing in the heavens opposite the sun.	Compare Chinese 虹 (hóng). Cognate with Lao ຮຸ້ງ (hung).
ร่ม	adj	1	shaded or sheltered (from the sun, rain, etc).	From Proto-Tai *rɤmᴮ (“shade”), from Old Chinese 陰 (OC *qrɯm, “overcast, shade”). Cognate with Northern Thai ᩁᩫ᩠᩵ᨾ, Lao ຮົ່ມ (hom), Lü ᦷᦣᧄᧈ (hom¹), Shan ႁူမ်ႈ (hūūm), Ahom ??? (ruṃ), Zuojiang Zhuang loemq.
ร่ม	noun	1	(1) shade; shelter. (2) place shaded or sheltered (from the sun, rain, etc). (3) umbrage. (4) (classifier คัน) umbrella; parasol. (5) (figurative) anyone or anything that provides protection. (6) parachute.	From Proto-Tai *rɤmᴮ (“shade”), from Old Chinese 陰 (OC *qrɯm, “overcast, shade”). Cognate with Northern Thai ᩁᩫ᩠᩵ᨾ, Lao ຮົ່ມ (hom), Lü ᦷᦣᧄᧈ (hom¹), Shan ႁူမ်ႈ (hūūm), Ahom ??? (ruṃ), Zuojiang Zhuang loemq.
ร่าง	noun	1	shape; structure; figure; form.	Cognate with Northern Thai ᩁ᩵ᩣ᩠ᨦ, Lao ຮ່າງ (hāng), Lü ᦣᦱᧂᧈ (haang¹), Shan ႁၢင်ႈ (hāāng), Ahom ??? (raṅ). Compare Old Chinese 狀 (OC *zraŋs).
ร่าง	verb	1	to make a draft, sketch or outline.	Cognate with Northern Thai ᩁ᩵ᩣ᩠ᨦ, Lao ຮ່າງ (hāng), Lü ᦣᦱᧂᧈ (haang¹), Shan ႁၢင်ႈ (hāāng), Ahom ??? (raṅ). Compare Old Chinese 狀 (OC *zraŋs).
ลก	noun	1	(archaic) sixth son.	From Middle Chinese 六 (MC lɨuk̚, “six”).
ลม	noun	1	(1) wind; breeze; air. (2) intestinal gas.	From Proto-Tai *C̬.lɯmᴬ (“wind”). Cognate with Northern Thai ᩃᩫ᩠ᨾ, Lao ລົມ (lom), Lü ᦟᦳᧄ (lum), Shan လူမ်း (lúúm), Phake လုံ (luṃ), Ahom ??? (luṃ), Bouyei ndumx or rumx, Zhuang rumz. Compare Sui luml and Old Chinese 風 (OC *plum).
ลัก	verb	1	(1) to steal. (2) to sneak; to smuggle.	From Proto-Tai *C̬.lakᴰ (“to steal”), from Old Chinese 掠 (OC *ɡ·raŋs, *ɡ·raɡ). Cognate with Northern Thai ᩃᩢ᩠ᨠ, Lao ລັກ (lak), Lü ᦟᧅ (lak), Shan လၵ်ႉ (lâ̰k), Ahom ??? (lak), Saek ลั̄ก.
ลังถึง	noun	1	steamer (for cooking)	From Teochew 籠／笼 (lang5, “bamboo container”) + 燙／烫 (teng3, “hot; to heat up”).
ลา	noun	1	donkey.	Compare Middle Chinese 驢 (MC lɨʌ, “donkey”). Cognate with Northern Thai ᩃᩣ, Lao ລາ (lā), Lü ᦟᦱ (laa), Shan လႃး (láá), Khmer លា (liə).
ลำไย	noun	1	(1) (botany) longan: the plant Dimocarpus longan of the family Sapindaceae. (2) (botany and dialect) white mango, Malaysian mango: the plant Mangifera caesia of the family Anacardiaceae.	Probably from Chinese 龍眼／龙眼 (lóngyǎn).
ลิสง	noun	1	(ถั่ว~) peanut.	Possibly from Chinese 花生 (huāshēng, “peanut”) or 落花生 (luòhuāshēng, “peanut”).
ลิ่วล้อ	noun	1	(colloquial, derogatory, offensive) minion, henchman; follower, supporter, sidekick; servant, attendant; subordinate, inferior.	From Teochew 嘍囉／喽啰 (liu5 lo5, “underling; subordinate”).
ลิ้นจี่	noun	1	lychee.	From Cantonese 荔枝 (lai⁶ zi¹, “lychee”)
ลิ้นจี่	adj	2	having lychee peel-like color.	From Cantonese 胭脂 (jin¹ zi¹, “rouge (cosmetics)”)
ลื้อ	pron	2	(colloquial, sometimes considered vulgar and offensive, used amongst Chinese people) a second person pronoun used to address a person of equal or lower status: you.	From Teochew 汝 (le2).
ลุ้น	verb	1	to await; to anticipate; to wait in expectation; to wait with hope.	From Teochew 忍 (lung2, “to endure”).
ลู่	noun	1	(1) way (2) track; lane (of running and swimming sports).	Compare Middle Chinese 路 (MC luoᴴ, “road”).
ล่อ	noun	1	mule (animal)	Compare Middle Chinese 騾 (MC luɑ, “mule”). Cognate with Lao ລໍ (lǭ) or ລວາ (luā), Lü ᦜᦸᧉ (l̇oa²), Shan လေႃႈ (lāū).
วัง	noun	2	(1) deep pool. (2) whirlpool.	Cognate with Lao ວັງ (wang), Shan ဝင်း (wáng). Compare Middle Chinese 汪 (MC ʔwɑŋ, “deep pool”).
วัว	noun	1	(1) bovine: bull, cow, ox, etc. (2) (เนื้อ~) beef	Compare Old Chinese 牛 (OC *ŋʷɯ). Cognate with Northern Thai ᨦᩫ᩠ᩅ, Isan งัว, Lao ງົວ (ngūa), Lü ᦷᦣ (ho) or ᦷᦇ (ngo), Tai Dam ꪉꪺ, Shan ငူဝ်း (ngó) or ဝူဝ်း (wó), Ahom ?? (pū) or ?? (hū).
ว่า	conj	1	(1) as; like; as if. (2) as; that; as follows. (3) as to; regarding; concerning.	From Middle Chinese 話 (MC ɦˠuaiᴴ, “to say; to speak”). Cognate with Lao ວ່າ (wā), Northern Thai ᩅ᩵ᩤ, Khün ᩅ᩵ᩤ, Lü ᦞᦱᧈ (vaa¹), Shan ဝႃႈ (wāā), Tai Dam ꪫ꪿ꪱ, Ahom ?? (ba), Zhuang vah.
ว่า	verb	1	(1) to say, to speak, to tell; to utter, to pronounce. (2) to instruct; to direct. (3) to address; to deal (with); to handle; to administer; to manage. (4) to admonish; to scold; to rebuke; to lecture. (5) to criticise; to comment negatively; to speak ill (of). (6) (now rare) to sing; to chant. (7) (now often in combination) to hire; to employ; to ask to do something in exchange for compensation. (8) to think, to view; to bear in mind, have in mind, or create in mind (a thought, opinion, idea, etc); to plan, to intend. (9) (archaic) to mean; to denote; to signify.	From Middle Chinese 話 (MC ɦˠuaiᴴ, “to say; to speak”). Cognate with Lao ວ່າ (wā), Northern Thai ᩅ᩵ᩤ, Khün ᩅ᩵ᩤ, Lü ᦞᦱᧈ (vaa¹), Shan ဝႃႈ (wāā), Tai Dam ꪫ꪿ꪱ, Ahom ?? (ba), Zhuang vah.
ศึก	noun	1	(1) armed conflict; war; battle; fight. (2) (archaic) armed force; army; troop.	From Proto-Southwestern Tai *sɤkᴰ (“enemy; war”), from Old Chinese 賊 (OC *zɯːɡ, “thief; bandit”). Cognate with Northern Thai ᩈᩮᩥᩢ᩠ᨠ, Isan เสิก, Lao ເສິກ (sœk), Lü ᦵᦉᦲᧅ (ṡoek), Shan သိုၵ်း (súék), Ahom ????? (sük). Compare Old Khmer សើក (sœka, “army; armed conflict”), Khmer សឹក (sək). The spelling of the word was contaminated by ศึกษา (sʉ̀k-sǎa) which is a loanword from Sanskrit.
สยาม	name	1	(historical) (ประเทศ~, ~ประเทศ, ~รัฐ, ราชอาณาจักร~) Siam.	Possibly from Old Khmer សៀម (siama) (whence Modern Khmer សៀម (siəm), ស្យាម (syaam), Mon သေမ်, သေံ), or from Min Nan 暹 (siam) (as in 暹羅／暹罗 (Siam-lô)), becoming *เสียม (sǐiam). And later, the spelling was meant to imitate Sanskrit श्याम (śyāma) which did not relate at all.<br>Officially used as the name of the country from the reign of Mongkut (1851–68) until 24 June 1939, when the country was renamed ไทย (tai, “Thailand”).
สวน	noun	1	(1) park; garden; orchard; plantation. (2) zoo (with some particular kinds of animal).	From Proto-Tai *swɯːnᴬ (“garden”). Compare Middle Chinese 園 (MC ɦʉɐn, “garden”). Cognate with Northern Thai ᩈ᩠ᩅᩁ, Lao ສວນ (sūan), Lü ᦷᦉᧃ (ṡon), Shan သူၼ် (sǔǔn), Ahom ???? (sun), Zhuang suen.
สวย	adj	1	(1) beautiful. (2) (of rice) perfectly steamed; well steamed.	Cognate with Lao ສວຍ (suāi). Compare Min Nan 媠 (súi).<br>Jonsson (1991) suggested it was from Proto-Southwestern Tai *suəjᴬ¹ (“handsome; slender”) but most of SWT languages do not have words for it.
สว่าน	noun	1	drill; auger.	Compare Middle Chinese 鑽 (MC t͡suɑnᴴ).
สอง	num	1	2 (Thai numeral: ๒ (2))	From Proto-Tai *soːŋᴬ, from Middle Chinese 雙 (MC ʃˠʌŋ, “two”). Cognate with Northern Thai ᩈᩬᨦ, Lao ສອງ (sǭng), Lü ᦉᦸᧂ (ṡoang), Tai Dam ꪎꪮꪉ, Shan သွင် (sǎǔng), Tai Nüa ᥔᥩᥒᥴ (sóang), Ahom ???? (soṅ), Bouyei soongl, Zhuang song.
สะตอ	noun	1	stink bean; bitter bean (Parkia speciosa).	Compare Min Nan 臭豆 (chhàu-tō͘).
สันดอนขุดง่าย	prov	1	(idiomatic, usually derogatory and offensive) it is not easy to fix a bad habit.	From สันดอน (sǎn-dɔɔn, “bar: sandbank or shoal”) + ขุด (kùt, “to dig (out}”) + ง่าย (ngâai, “easy”) + สันดาน (sǎn-daan, “inherent, innate, or personal characteristic, nature, quality, or trait”) + ขุด (kùt, “to dig (out)”) + ยาก (yâak, “hard; difficult”); literally "digging out a sandon is easy, digging out a sandan is difficult". Compare Chinese 江山易改，本性難移／江山易改，本性难移 (jiāngshān yì gǎi, běnxìng nán yí).
สาง	noun	1	(1) dead body; corpse; remains. (2) ghost; spirit.	Uncertain. Compare Lao ສາງ (sāng, “ghost, spirit”), Ahom ??? (saṅ, “creator, Brahma, god”), Tai Nüa ᥔᥣᥒᥴ (sáang, “deity, god”), Shan သၢင် (sǎǎng, “creator, Brahma, god”). Sathiankoset (1960) also compared it with Chinese 聖／圣 (“holy, sacred”)
สาม	noun	1	(1) three. (2) (archaic) third son.	From Proto-Tai *saːm (“three”), from Middle Chinese 三 (MC sɑm, “three”). Cognate with Northern Thai ᩈᩣ᩠ᨾ, Lao ສາມ (sām), Lü ᦉᦱᧄ (ṡaam), Tai Dam ꪎꪱꪣ, Shan သၢမ် (sǎǎm), Tai Nüa ᥔᥣᥛᥴ (sáam), Ahom ?? (saṃ), Bouyei saaml, Zhuang sam.
สาม	num	1	3 (Thai numeral: ๓ (3))	From Proto-Tai *saːm (“three”), from Middle Chinese 三 (MC sɑm, “three”). Cognate with Northern Thai ᩈᩣ᩠ᨾ, Lao ສາມ (sām), Lü ᦉᦱᧄ (ṡaam), Tai Dam ꪎꪱꪣ, Shan သၢမ် (sǎǎm), Tai Nüa ᥔᥣᥛᥴ (sáam), Ahom ?? (saṃ), Bouyei saaml, Zhuang sam.
สาลี่	noun	1	(botany) Asian pear (Pyrus pyrifolia)	From Chinese 沙梨.
สิน	noun	1	money; wealth; property; goods.	From Middle Chinese 錢 (MC d͡ziᴇn, “money”). Cognate with Northern Thai ᩈᩥ᩠ᨶ, Lao ສິນ (sin), Lü ᦉᦲᧃ (ṡiin), Shan သိၼ် (sǐn).
สิบ	noun	1	ten.	From Middle Chinese 十 (MC d͡ʑiɪp̚, “ten”). Cognate with Northern Thai ᩈᩥ᩠ᨷ, Lao ສິບ (sip), Lü ᦉᦲᧇ (ṡiib), Tai Dam ꪎꪲꪚ, Shan သိပ်း (síp), Tai Nüa ᥔᥤᥙᥴ (síp), Ahom ???? (sip), Bouyei xib, Zhuang cib, Saek ซิ̄บ.
สิบ	num	1	10 (Thai numeral: ๑๐ (10))	From Middle Chinese 十 (MC d͡ʑiɪp̚, “ten”). Cognate with Northern Thai ᩈᩥ᩠ᨷ, Lao ສິບ (sip), Lü ᦉᦲᧇ (ṡiib), Tai Dam ꪎꪲꪚ, Shan သိပ်း (síp), Tai Nüa ᥔᥤᥙᥴ (síp), Ahom ???? (sip), Bouyei xib, Zhuang cib, Saek ซิ̄บ.
สิ้น	verb	1	(1) to end; to terminate. (2) to die.	Cognate with Lao ສິ້ນ (sin) or ສີ້ນ (sīn). Compare Middle Chinese 盡 (MC d͡ziɪn^X, “to end; to finish”).
สี่	noun	1	four.	From Proto-Tai *siːᴮ (“four”), from Middle Chinese 四 (MC siɪᴴ, “four”), from Proto-Sino-Tibetan *b-ləj (“four”). Cognate with Northern Thai ᩈᩦ᩵, Lao ສີ່ (sī), Lü ᦉᦲᧈ (ṡii¹), Tai Dam ꪎꪲ꪿, Shan သီႇ (sìì), Tai Nüa ᥔᥤᥱ (sǐ), Ahom ?? (sī), Bouyei sis, Zhuang seiq.
สี่	num	1	4 (Thai numeral: ๔ (4))	From Proto-Tai *siːᴮ (“four”), from Middle Chinese 四 (MC siɪᴴ, “four”), from Proto-Sino-Tibetan *b-ləj (“four”). Cognate with Northern Thai ᩈᩦ᩵, Lao ສີ່ (sī), Lü ᦉᦲᧈ (ṡii¹), Tai Dam ꪎꪲ꪿, Shan သီႇ (sìì), Tai Nüa ᥔᥤᥱ (sǐ), Ahom ?? (sī), Bouyei sis, Zhuang seiq.
สือ	noun	1	(only in compounds) letter; character; book	From Proto-Tai *sɯːᴬ (“writing; book”), from Middle Chinese 書 (MC ɕɨʌ, “writing; book”). Cognate with Lao ສື (sư̄), Zhuang saw or sw.
สุก	adj	1	(1) well-cooked. (2) ripe.	From Middle Chinese 熟 (MC d͡ʑɨuk̚, “ripe, cooked”). Cognate with Lao ສຸກ (suk), Shan သုၵ်း (súk), Ahom ???? (suk), Zhuang sug. Compare Sui sog (“ripe”) and Proto-Hlai *sʰɯːk (whence tɯːʔ⁷~tɯːk⁷~tɯaʔ⁷ across the different lects).
สุก	verb	1	(1) (intransitive) to be cooked. (2) (intransitive) to ripen.	From Middle Chinese 熟 (MC d͡ʑɨuk̚, “ripe, cooked”). Cognate with Lao ສຸກ (suk), Shan သုၵ်း (súk), Ahom ???? (suk), Zhuang sug. Compare Sui sog (“ripe”) and Proto-Hlai *sʰɯːk (whence tɯːʔ⁷~tɯːk⁷~tɯaʔ⁷ across the different lects).
สูง	adj	1	(1) tall. (2) high.	From Proto-Southwestern Tai *suːŋᴬ¹ (“high”). Compare Middle Chinese 嵩 (MC sɨuŋ) or 崧 (MC sɨuŋ). Cognate with Lao ສູງ (sūng), Northern Thai ᩈᩪᨦ, Lü ᦉᦳᧂ (ṡung), Tai Dam ꪎꪴꪉ, Shan သုင် (sǔng), Tai Nüa ᥔᥧᥒᥴ (súng), Aiton ꩬုင် (suṅ), Ahom ???? (suṅ).
ส่ง	verb	1	(1) to send. (2) to deliver; to drop off. (3) to see off.	From Proto-Southwestern Tai *soŋᴮ¹ (“to send; to conduct”). Compare Middle Chinese 送 (MC suŋᴴ). Cognate with Northern Thai ᩈᩫ᩠᩵ᨦ, Khün ᩈᩫ᩠᩵ᨦ, Lao ສົ່ງ (song), Lü ᦉᦳᧂᧈ (ṡung¹), Shan သူင်ႇ (sùùng), Tai Nüa ᥔᥨᥒᥱ (sǒng), Ahom ???? (suṅ).
ส่วย	noun	1	(1) (historical) money or other things, as crops, animals, etc, collected by the government as national revenue in lieu of forced labour or services. (2) (historical) things, as local goods or products, regularly collected from a local government by the central government. (3) (historical) tribute, especially one given by a vassal state to its overlord. (4) (historical and colloquial) Synonym of ค่าราชการ (5) (historical and colloquial) Synonym of รัชชูปการ (6) (archaic and loosely) any tax, duty, or charge. (7) (slang) bribe. (8) (slang) protection racket.	From Teochew 稅／税 (suê3, “tax”).
ส้ม	adj	1	(1) orange (color) (2) sour	From Proto-Tai *sɤmꟲ (“sour”). Cognate with Lao ສົ້ມ (som), Shan သူမ်ႈ (sūūm), Lü ᦉᦳᧄᧉ (ṡum²), Tai Dam ꪶꪎ꫁ꪣ, Ahom ??? (suṃ), Zhuang soemj. Compare Middle Chinese 酸 (MC suɑn, “sour”).
ส้ม	noun	1	(1) orange (fruit) (2) (สี~) orange (color)	From Proto-Tai *sɤmꟲ (“sour”). Cognate with Lao ສົ້ມ (som), Shan သူမ်ႈ (sūūm), Lü ᦉᦳᧄᧉ (ṡum²), Tai Dam ꪶꪎ꫁ꪣ, Ahom ??? (suṃ), Zhuang soemj. Compare Middle Chinese 酸 (MC suɑn, “sour”).
หก	noun	1	six.	From Proto-Southwestern Tai *xrokᴰ¹ˢ (“six”), from Proto-Tai *krokᴰ (“six”), from Old Chinese 六 (OC *ruɡ, “six”). Cognate with Northern Thai ᩉᩫ᩠ᨠ, Lao ຫົກ (hok), Lü ᦷᦠᧅ (ḣok), Tai Dam ꪶꪬꪀ, Shan ႁူၵ်း (húúk), Tai Nüa ᥞᥨᥐᥱ (hǒk), Ahom ???? (ruk), Bouyei rogt, Zhuang roek or loeg, Nong Zhuang choak.
หก	num	1	6 (Thai numeral: ๖ (6))	From Proto-Southwestern Tai *xrokᴰ¹ˢ (“six”), from Proto-Tai *krokᴰ (“six”), from Old Chinese 六 (OC *ruɡ, “six”). Cognate with Northern Thai ᩉᩫ᩠ᨠ, Lao ຫົກ (hok), Lü ᦷᦠᧅ (ḣok), Tai Dam ꪶꪬꪀ, Shan ႁူၵ်း (húúk), Tai Nüa ᥞᥨᥐᥱ (hǒk), Ahom ???? (ruk), Bouyei rogt, Zhuang roek or loeg, Nong Zhuang choak.
หนอง	noun	2	pus.	From Proto-Tai *ʰnoːŋᴬ (“pus”), from Middle Chinese 膿 (MC nuoŋ, “pus”).<br>Cognate with Lao ໜອງ (nǭng), Lü ᦐᦸᧂ (ṅoang), Shan ၼွင် (nǎǔng), Zhuang nong.
หน้าไม้	noun	1	crossbow.	หน้า (nâa) + ไม้ (máai). This "หน้า" is from Proto-Tai *ʰnwɯə (“crossbow”), from Old Chinese 弩 (OC *naːʔ, “crossbow”). Cognate with Lao ໜ້າໄມ້ (nā mai), Lü ᦐᦱᧉᦺᦙᧉ (ṅaa²may²), Zhuang naq (“arrow”).
หมด	adv	1	all; every; completely.	Cognate with Northern Thai ᩉ᩠ᨾᩫᨯ, Lao ໝົດ (mot), Lü ᦷᦖᧆ (ṁod), Shan မူတ်း (múút). Compare Middle Chinese 歿 (MC muət̚)
หมด	prep	1	throughout; across.	Cognate with Northern Thai ᩉ᩠ᨾᩫᨯ, Lao ໝົດ (mot), Lü ᦷᦖᧆ (ṁod), Shan မူတ်း (múút). Compare Middle Chinese 歿 (MC muət̚)
หมด	verb	1	(1) to have no more; to run out (of). (2) to be no longer available; to be no more; to no longer exist; to end.	Cognate with Northern Thai ᩉ᩠ᨾᩫᨯ, Lao ໝົດ (mot), Lü ᦷᦖᧆ (ṁod), Shan မူတ်း (múút). Compare Middle Chinese 歿 (MC muət̚)
หมวก	noun	1	headwear of any kind, as cap, crown, hat, helmet, etc.	From Old Chinese 帽 (OC *muːɡs). Cognate with Lao ໝວກ (mūak), Khmer មួក (muək), Mon ဒမှော်. Compare Proto-Mon-Khmer *muuk ~ muək (“hat”).
หมวย	noun	1	(1) Thai girl of Chinese descent, especially one with conventional Chinese look (small eyes and white skin, for example). (2) Chinese girl. (3) younger sister.	Borrowed from Teochew 妹 (muê6, “younger sister”).
หมอ	noun	1	(1) person specialising in something: expert, specialist, professional, etc. (2) person specialising in magic, the occult, or the like: shaman, astrologer, soothsayer, etc. (3) person specialising in medicine: doctor, physician, etc. (4) (slang, often derogatory) used as a term of address or term of reference to a man: bloke; dude; guy; etc.	From Proto-Southwestern Tai *ʰmɔːᴬ (“shaman”), from Proto-Tai *ʰmoːᴬ (“shaman”), from Old Chinese 巫 (OC *ma). Cognate with Northern Thai ᩉ᩠ᨾᩬᩴ, Lao ໝໍ (mǭ), Khün ᩉ᩠ᨾᩳ, Lü ᦖᦸ (ṁoa), Shan မေႃ (mǎǔ), Tai Nüa ᥛᥨᥝᥴ (mów), Ahom ??? (mō), ??? (bō), or ???? (bwō), Zhuang mo (as in bohmo), Nong Zhuang moa.
หมอก	noun	1	fog; mist.	From Proto-Southwestern Tai *ʰmɔːkᴰᴸ¹ (“fog; mist”), from Proto-Tai *ʰmoːkᴰ (“fog; mist”), from Old Chinese 霧 (OC *moɡs, *moːŋ, “fog; mist”). Cognate with Lao ໝອກ (mǭk), Lü ᦖᦸᧅᧈ (ṁoak¹), Shan မွၵ်ႇ (màùk), Tai Nüa ᥛᥩᥐᥱ (mǒak), Ahom ???? (mok), Zhuang mok, Nong Zhuang moag or mog, Saek ม̄อก.
หมั่นโถว	noun	1	mantou.	From Mandarin 饅頭／馒头 (mántou).
หมี	noun	1	bear: a member of the family Ursidae.	From Proto-Tai *ʰmwɯjᴬ (“bear”). Cognate with Northern Thai ᩉ᩠ᨾᩦ, Lao ໝີ (mī), Lü ᦖᦲ (ṁii), Tai Dam ꪢꪲ, Shan မီ (mǐǐ), Ahom ?? (mī), Zhuang mui, Nong Zhuang mue, Bouyei moil. Compare Proto-Austronesian *Cumay (“bear”) (whence Paiwan tsumay). Old Chinese 羋 (OC *meʔ) was probably borrowed from a Kra-Dai language.
หมี่	noun	1	rice noodles.	From Min Nan 麵／面 (mī, “noodles”).
หมึก	noun	1	(1) (น้ำ~) ink. (2) squid; octopus.	Compare Khmer មឹក (mɨk), Lao ຫມຶກ (mưk), Vietnamese mực; all from Chinese 墨 (OC *mlɯːɡ, “ink”).
หมื่น	noun	1	(1) (archaic) chief, lord, master, leader, or ruler, especially inferior, minor, or vassal one; also used as an honorific. (2) (historical) a minor Thai noble rank above พัน (pan) and below ขุน (kǔn); holder of this rank.	From Middle Chinese 萬 (MC mʉɐnᴴ, “ten thousand”). Cognate with Old Khmer hmīna, hmï̄ṇa, hmina, hmœna (“ten thousand”); Modern Khmer ម៉ឺន (məɨn), ហ្មឺន (məɨn); Lao ໝື່ນ (mư̄n); Lü ᦖᦹᧃᧈ (ṁuen¹); Shan မိုၼ်ႇ (mùèn); Vietnamese muôn.
